Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Gambia,GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.21550157,28.71726026,29.99390499,30.98449715,31.77413769,32.45406056,33.05045844,33.59212871,34.10786877,34.62647602,35.17674785,35.78748166,36.48747484,37.31308526,38.33638879,39.56666087,40.94816465,42.43018695,43.96201461,45.49293444,46.97223329,48.34919798,49.57311534,50.6010078,51.50620226,52.35821327,53.16032854,53.91961094,54.64312335,55.33792863,56.01108966,56.6696693,57.32073042,57.97030561,58.61417997,59.24584994,59.86524725,60.47171266,61.06458693,61.64321085,62.20692517,62.75507066,63.2869881,63.80201825,64.29941034
Guinea Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.26053823,18.19932672,19.42426144,20.87139222,22.47676889,24.17644128,25.90645922,27.60287255,29.20173111,30.63908471,31.8509832,32.75165073,33.40029942,33.95192531,34.460884,34.93115015,35.3666984,35.77150341,36.14953982,36.50478228,36.84120544,37.16278394,37.47349244,37.77730557,38.078198,38.38014437,38.68711932,39.0030975,39.33205357,39.67164342,40.00955963,40.43911362,40.86860275,41.29763794,41.72719955,42.15681458,42.58610916,43.01557922,43.44490814,43.8745575,44.30383301,44.7334137,45.16271591,45.59238434,46.11320442
Equatorial Guinea,GNQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.26609191,26.28057675,26.29769736,26.3175517,26.61932827,27.4211575,28.61205666,30.08081103,31.71620584,33.40702636,35.04205785,36.51008555,37.69989472,38.50027063,38.79994392,38.80415243,38.80683205,38.80869179,38.81034234,38.81239442,38.81545871,38.86383654,39.19691504,39.89590249,40.93040097,42.28145972,43.93012797,45.85745495,48.04448991,50.47228206,53.12188065,55.97433491,59.01069407,62.21200736,65.55932402,68.95127062,69.25326985,69.55160191,69.83966237,70.11754195,70.38533142,70.6431215,70.89100294,71.12906649,71.35740287
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.47517561,69.76555405,70.02176616,70.25694595,70.47287972,70.67190987,70.85637882,71.02862898,71.19100274,71.34584252,71.49549073,71.64024151,71.77120948,71.88455767,71.9867672,72.08318684,72.17916534,72.28005144,72.3911939,72.51794147,72.66564291,72.84607038,73.09771096,73.43226802,73.82676029,74.26173767,74.71775006,75.17534735,75.61507946,76.01749627,76.3631477,76.63526099,76.86797974,77.09519997,77.31304863,77.51944263,77.71229888,77.88953426,78.04906568,78.18881005,78.30668425,78.38848986,78.5502191,78.77463038,78.99678565
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.9222248,32.97920599,33.03159534,33.07669401,33.11730089,33.15586095,33.19481913,33.2366204,33.2837097,33.338532,33.40353225,33.48386339,33.63046125,33.86450131,34.15997907,34.49273739,34.83861911,35.17346709,35.47312417,35.71343323,35.8702371,35.91999739,35.91991799,35.91943852,35.91819584,35.91582608,35.91196538,35.90624988,35.89831572,35.88779903,35.87433595,35.86010911,35.86527558,35.87922426,35.90146243,35.93194911,35.97060142,36.01732964,36.07204214,36.13464657,36.20505025,36.28316037,36.36888402,36.46212824,36.56280005
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.39022064,76.77266693,77.12748718,77.50791168,78.00128937,78.51165009,79.09837341,79.42323303,79.54346466,79.73810577,79.97265625,80.17404938,80.2990036,80.46790314,80.79386902,81.05666351,81.06658173,81.07239532,81.12026215,81.1649704,81.45178223,81.79061127,82.07528687,82.34859467,82.56343079,82.68991089,82.84719849,83.2039566,83.62182617,83.85561371,84.27848816,84.5286026,84.88645935,85.37258911,85.67723846,86.04625702,86.22610474,86.39155579,86.72509766,87.02178955,87.2840882,87.54520176,87.80494053,88.06311477,88.31953479
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.79982628,32.71475076,32.7373447,32.78955242,32.87010425,32.97815444,33.11285724,33.27336691,33.4588377,33.66842387,33.90127966,34.15655933,34.43341713,34.73100732,35.07560108,35.75563051,36.88337113,38.31956423,39.94067153,41.62315472,43.24347551,44.6780956,45.77547319,46.58653897,47.32681949,48.05579516,48.76763562,49.45651051,50.11658945,50.74204209,51.32703806,51.86574699,52.35233852,52.78098228,53.1458479,53.44110503,53.66092329,53.79947231,53.8459623,54.18822673,54.54831679,54.90470716,55.25812282,55.60823196,55.95470273
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.79620262,88.85195268,88.96262868,89.11791543,89.30886689,89.52653697,89.76197962,90.00624876,90.25039833,90.48548226,90.70673438,90.93936675,91.19843677,91.4732874,91.75555353,92.03687007,92.30887191,92.56319396,92.79147112,92.98533829,93.13953162,93.27810716,93.41662195,93.55028706,93.67583265,93.78998883,93.88948576,93.97105357,94.03142239,94.06732236,94.07651733,94.07710544,94.07772767,94.07827514,94.07874768,94.07914511,94.07946726,94.07971395,94.079885,94.07998025,94.08049911,94.08843277,94.10682618,94.13493416,94.17263466
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,29.50004459,29.50208926,29.5069011,29.51383617,29.52226291,29.53154977,29.54106517,29.55017755,29.55825535,29.56466701,29.56878096,29.56962604,29.55286521,29.51160335,29.44858297,29.36643812,29.26780287,29.15531127,29.0315974,28.8992953,28.76103906,28.61946272,28.47967768,28.30834725,28.06688502,27.77585507,27.46045823,27.14589534,26.8573672,26.62007465,26.45921851,26.39999962,26.39999962,26.40038914,26.4018152,26.40439183,26.40808929,26.41290555,26.41883785,26.42588348,26.43403974,26.44330396,26.45367351,26.46514573,26.47771799
High income,HIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.25010988,71.54013839,71.82790496,72.09865462,72.36398064,72.62709121,72.91566731,73.20731034,73.49133264,73.75895944,73.97249576,74.18450578,74.3701984,74.55187229,74.76997021,75.00250836,75.26541024,75.51096304,75.72828029,75.89949867,76.12435871,76.38358047,76.70572876,77.06063838,77.40959749,77.7101607,77.99066581,78.25861619,78.49979727,78.68680433,78.84958562,78.9755394,79.07613389,79.1842547,79.28166928,79.38737746,79.49953547,79.56463616,79.62452416,79.68684676,79.74252722,79.80876493,79.90463089,80.01749979,80.13222522
China (Hong Kong SAR),HKG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.47982074,91.7967668,92.05447673,92.27412646,92.51233727,92.82152033,93.32783444,94.50971394,96.24231558,98.0057365,99.31056319,99.73585523,99.82549987,99.90527584,99.96165864,99.99329764,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.06337743,35.63431908,36.20018719,36.76068943,37.31553346,37.86442696,38.40707759,38.94319302,39.47216901,39.98803985,40.48774089,40.97477547,41.45238745,41.92382072,42.39231916,42.86112664,43.33348704,43.81264424,44.30184213,44.80432457,45.32333544,45.86230336,46.41941901,46.9901846,47.57397761,48.17038842,48.77900742,49.39942502,50.03123161,50.67401757,51.32737332,51.99088923,52.66415571,53.35637913,53.87680891,54.38284738,54.88684146,55.38773223,55.88525777,56.37915614,56.8691654,57.35502364,57.8364689,58.31323927,58.78507281
Heavily indebted poor countries (HIPC),HPC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.71754038,21.11302926,21.48909065,21.8726771,22.27835969,22.70729419,23.13517236,23.61193785,24.05006095,24.48074932,24.89612996,25.3482946,25.68567253,25.99823952,26.37209532,26.72747736,27.00814133,27.29557627,27.60987186,27.92617837,28.2569513,28.59691424,28.91552526,29.22321687,29.546253,29.87569111,30.22517737,30.54075457,30.97640218,31.36783666,31.76832382,32.17635885,32.58419258,33.01262574,33.45444442,33.88110072,34.31123194,34.74910171,35.19611081,35.61384604,36.03005938,36.47249906,36.94724795,37.38967172,37.86806789
Croatia,HRV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.3061844,47.9697281,48.6811775,49.44252282,50.22699489,51.01046027,51.76878551,52.47783717,53.11348179,53.65158595,54.06801619,54.3475409,54.56758505,54.77984367,54.97726287,55.15683698,55.31556031,55.45042715,55.55843183,55.63656865,55.68183193,55.69138291,55.67454686,55.63869602,55.58908787,55.53072175,55.46859697,55.40771287,55.35306878,55.30966403,55.28249793,55.27737933,55.30428886,55.36594797,55.45918349,55.58125945,55.72943986,55.90098874,56.0931701,56.30324796,56.52848634,56.76835026,56.99775717,57.24315607,57.51589817
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.56111567,20.58798885,20.62548345,20.71732403,20.9263677,21.25077086,21.6859466,22.22730799,22.87026811,23.61024003,24.44263682,25.36287157,26.36635736,27.44850724,28.60473431,29.83045164,31.1210723,32.47200937,33.87867593,35.33648504,36.84084979,38.38718326,39.97089851,41.20076033,41.87057463,42.57917719,43.28464449,43.9866172,44.68473595,45.3786414,46.06797418,46.75237495,47.43148435,48.10494302,48.77239162,49.43347078,50.08782115,50.73508338,51.37489811,52.006906,52.63074767,53.24606379,53.852495,54.44968193,55.03726525
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.91737697,58.20951234,58.50601268,58.80658921,59.11095318,59.41881582,59.72988836,60.04388203,60.36050807,60.67947771,61.00050219,61.32329274,61.6475606,61.97301699,62.29937315,62.62634032,62.95362973,63.28095261,63.6080202,63.93454373,64.26023444,64.64688028,65.04000092,64.84529877,65.02253723,66.12613678,67.01558685,67.00416565,68.09769861,68.45925903,69.5305481,69.47799341,69.57723267,69.92776363,70.30710535,70.48477173,70.47338104,70.45425415,70.47117615,70.45652771,70.29173279,70.20592753,70.15850642,70.29230269,70.49182594
IBRD only,IBD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.18982686,33.756873,34.18410297,34.81750542,35.56220235,36.06003442,36.59066238,37.10698478,37.51249063,37.87607207,38.08170773,38.53459055,38.91205258,39.29192602,39.67968974,40.07791286,40.7752739,41.48270846,42.19515298,42.89372953,43.66670239,44.29058458,44.97547581,45.6701134,46.29379056,46.91456937,47.5769747,48.29610476,48.89034669,49.56934833,50.10802086,51.14708548,51.78552034,52.49990144,53.18372168,53.93328683,54.60152072,55.22222279,55.85983926,56.42848524,56.8651715,57.41873414,57.7552338,58.03074705,58.32595212
IDA & IBRD total,IBT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.09277124,31.62316431,32.03243918,32.60564817,33.2679038,33.73128436,34.22162295,34.70499294,35.09682236,35.4517291,35.67941045,36.10621737,36.45812947,36.80661054,37.16729541,37.53498281,38.13223114,38.73843589,39.35152432,39.95430121,40.61739052,41.16786183,41.76658158,42.37626408,42.93648457,43.4950448,44.0849273,44.7090025,45.24337668,45.82911686,46.30312483,47.15901746,47.72413392,48.35162871,48.93360697,49.5541696,50.116143,50.64358847,51.18197013,51.66408439,52.04413317,52.50674102,52.81486439,53.08080123,53.36734237
IDA total,IDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.08087829,22.52858099,22.93749085,23.33764768,23.73584963,24.13972842,24.54670919,24.97640034,25.39245428,25.79455201,26.19399236,26.60738444,26.96392199,27.30712761,27.67939208,28.0473353,28.39120589,28.74439761,29.11696899,29.49865103,29.90055533,30.32803389,30.77136166,31.23673308,31.72617807,32.22300941,32.72711438,33.20496584,33.70587694,34.15219636,34.5794774,35.02578884,35.50890706,35.99723528,36.40616208,36.78750129,37.19158341,37.6103588,38.04028335,38.46682132,38.89191172,39.32196358,39.77080126,40.2218272,40.68447744
IDA blend,IDB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,28.21330247,28.68244916,29.14229533,29.59895222,30.03967948,30.46808617,30.90999606,31.35876128,31.80487493,32.21902998,32.64507747,33.07073054,33.49951557,33.93385187,34.37463722,34.81974591,35.26776603,35.71891219,36.17332622,36.63057951,37.10260161,37.60774262,38.14499504,38.70460423,39.27120381,39.83487782,40.38882502,40.88890516,41.34464403,41.7469202,42.11519975,42.5084885,42.91593232,43.32757563,43.75247513,44.19017065,44.65002512,45.11442595,45.57670653,46.05432337,46.56859049,47.09493229,47.63301292,48.17736732,48.69583591
Indonesia,IDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.1466143,22.84066377,23.57241968,24.34331923,25.15052343,25.99119331,26.86248989,27.7615742,28.68560726,29.6317501,30.59451781,31.59919523,32.69149924,33.85554222,35.06720053,36.30235052,37.53686851,38.74663088,39.90751395,40.99539408,41.98615406,42.90188952,43.7824069,44.63017615,45.44767364,46.23737576,47.00175887,47.74329936,48.4644736,49.16775798,49.85213751,50.48300171,51.15939331,51.83074951,52.50021362,53.17207718,53.81255722,54.45410156,55.09568405,55.73820496,56.27852876,56.87617025,57.49347042,58.11793534,58.75096354
IDA only,IDX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.07638914,19.47151357,19.82955103,20.18808906,20.55345831,20.92840633,21.29873265,21.69986227,22.08089545,22.45825352,22.82286451,23.20950438,23.51989115,23.81457795,24.14833837,24.47106648,24.75390929,25.04862245,25.37049826,25.70586622,26.0608753,26.43456073,26.82342453,27.23527331,27.67505466,28.12863122,28.60017624,29.05425236,29.56453399,30.02041928,30.46643668,30.9333638,31.45521811,31.98242004,32.3834468,32.73809769,33.12183162,33.52668261,33.95006277,34.3625497,34.75242382,35.14061655,35.55113392,35.96579127,36.41359446
Isle of Man,IMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.43927516,50.39366133,50.46112846,50.59714637,50.76875194,50.94386712,51.09651504,51.25461582,51.42874367,51.58731672,51.7020197,51.74737395,51.76022999,51.76983014,51.77712476,51.78388459,51.79188158,51.80183672,51.81233611,51.82165825,51.82808876,51.82677264,51.72940508,51.53890946,51.3260536,51.16083821,51.11487124,51.23534811,51.46836631,51.73053754,51.93961703,52.02463241,52.05553173,52.08041071,52.09979134,52.11648405,52.13315322,52.14984157,52.16518939,52.17898982,52.19095198,52.19995597,52.19556092,52.18325717,52.16334058
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.50848738,23.78753485,24.03066812,24.25395199,24.46066335,24.65482886,24.84047518,25.02162897,25.20231689,25.38656559,25.57840173,25.77976109,25.98085767,26.17678147,26.37101886,26.56617721,26.76486387,26.9696862,27.18325155,27.40816728,27.64704075,27.90286521,28.17568789,28.46602877,28.77260672,29.09454972,29.43098571,29.78104268,30.14384859,30.5185314,30.90421908,31.27465029,31.58989356,31.90967892,32.22882334,32.547299,32.8650781,33.18213282,33.49843535,33.81395788,34.12867261,34.44255172,34.7555674,35.06769184,35.37889724
Ireland,IRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.44069819,55.65454231,55.83988326,56.00173817,56.1482789,56.28714721,56.4242498,56.55104511,56.66607116,56.7817832,56.90959411,57.06155806,57.24820781,57.46474949,57.69898654,57.93919443,58.17431617,58.40582119,58.64076839,58.88000986,59.12479979,59.37639236,59.636726,59.91201426,60.19947509,60.4882988,60.77036774,61.06019794,61.35819039,61.64210227,61.89106893,62.08727358,62.25293185,62.40471578,62.53540173,62.63921235,62.72293991,62.90351965,63.08445035,63.27370092,63.47133667,63.67742294,63.89202502,64.11520825,64.34703793
Iran,IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.93768311,50.66433466,51.39075089,52.11655045,52.841465,53.56518173,54.15123078,54.8261528,55.36580658,55.91077805,56.46111298,56.89928342,57.85004044,58.69539261,59.55309296,60.42333984,61.06218685,62.11407852,62.90523911,63.70974731,64.47801208,65.21686554,65.92716217,66.60492706,67.25673676,67.87088013,68.31018505,68.80618993,69.3790073,69.99007684,70.60926268,71.20405094,71.7633634,72.30308735,72.83240704,73.35614036,73.87961001,74.40118408,74.80342865,75.20388794,75.59864044,75.99263763,76.33422089,76.67595673,77.02012634
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.00645835,66.87447403,67.70453671,68.46562854,69.12673167,69.65682824,70.02490041,70.19639499,70.17167782,69.99974859,69.71973191,69.36441441,68.96658274,68.55902354,68.17452345,67.84586911,67.60584716,67.48953511,67.49172733,67.54422994,67.63319138,67.75194152,67.89381017,68.05212718,68.22022238,68.39142562,68.55906673,68.71647554,68.8569819,68.97423285,69.05829534,69.12522339,69.22222137,69.44445038,69.66666412,69.9205246,69.91237783,69.89445112,69.87651489,69.86833954,69.86831665,69.86827087,69.86828613,69.8682785,69.88614941
Iceland,ISL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.08699799,88.34265137,88.60818481,88.88634491,89.12227631,89.33039093,89.55528259,89.82772827,90.12168884,90.39740753,90.60591125,90.90109253,91.14563751,91.29625702,91.44944,91.63999176,91.84016418,92.01889801,91.67600973,91.81213419,91.9674192,92.04523046,92.16740226,92.32355593,92.43772934,92.37744102,92.1949009,92.36145717,93.06464422,93.44413406,93.45883481,93.41106112,93.51489258,93.61667252,93.61967163,93.72791977,93.78226471,93.77189823,93.8526667,93.97708474,94.13671029,94.21082064,94.17870712,94.15182618,94.18190399
Israel,ISR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.82982096,89.1278775,89.37658711,89.57095767,89.73034462,89.87579778,90.00824561,90.1291197,90.23985168,90.34187312,90.43661564,90.52551083,90.60999029,90.69148563,90.77142845,90.85117866,90.93292676,91.01830789,91.10590815,91.19402736,91.28096532,91.36502184,91.44449672,91.51768978,91.58290081,91.63842963,91.68257604,91.71363984,91.72928689,91.73197386,91.73164267,91.73040247,91.72765028,91.72278315,91.71519809,91.70429216,91.68946236,91.67010575,91.64561935,91.6154002,91.57884532,91.53535175,91.49798343,91.50895698,91.53618884
Italy,ITA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.84771331,66.89570673,66.89734534,66.88492393,66.86451817,66.83853798,66.80939329,66.77949403,66.75125013,66.7270715,66.70936808,66.70072885,66.7046939,66.7268353,66.76494913,66.81660995,66.87939231,66.95087078,67.02861991,67.11021425,67.19322838,67.27519882,67.35387866,67.42994146,67.50724997,67.58971693,67.68125507,67.78577713,67.90719584,68.04942395,68.21637418,68.40150739,68.76087942,69.30739899,69.58076386,69.61000061,69.59692325,69.51807843,69.48000336,69.50500107,69.51874924,69.48125076,69.48397798,69.53815401,69.60475351
Jamaica,JAM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.16321239,47.51589013,47.82110207,48.08639891,48.31953441,48.5279997,48.71891373,48.89939545,49.07656379,49.2575377,49.44943614,49.65851071,49.87936241,50.10511753,50.33478759,50.5669714,50.80026776,51.0332755,51.26459342,51.49282034,51.71655508,51.93419058,52.14672223,52.35648914,52.5637656,52.76852379,52.97073593,53.17037422,53.36741085,53.56181803,53.75356795,53.95658611,54.24788177,54.54881981,54.86603957,55.1995248,55.54925928,55.91522675,56.29741099,56.69579574,57.11036476,57.54110179,57.9879906,58.45101494,58.93015854
Jordan,JOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.82706665,61.08527458,62.5095383,64.06042208,65.69849018,67.38430686,69.07843639,70.74144303,72.33389104,73.81634469,75.14936825,76.29352596,77.20938211,77.85750095,78.1857063,78.24912814,78.26058979,78.26893909,78.27512722,78.28010538,78.28482475,78.29023653,78.29729189,78.30694203,78.31853504,78.41212623,78.75561257,79.33582707,80.12909662,81.1117481,82.26010839,83.55050438,84.95926296,86.46271102,88.03717543,89.88813919,90.56272795,90.87646097,91.20088591,91.51596649,91.8216723,92.11797291,92.40483791,92.68223687,92.95013938
Japan,JPN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.17239626,76.25032239,76.34749443,76.45727446,76.57437282,76.69306447,76.81341382,76.94029525,77.07211127,77.20638875,77.3404178,77.47448169,77.61080297,77.74802832,77.88433682,78.0190838,78.13740473,78.23189023,78.32663962,78.4483419,78.61268033,79.15774821,80.54698607,82.42067784,84.37105419,85.95736205,87.1460899,88.27014045,89.29215638,90.11311587,90.62285868,90.86316544,91.02652773,91.15165957,91.25489451,91.35326441,91.45412549,91.54984197,91.63773186,91.71642079,91.78099263,91.87410493,91.97765324,92.08269039,92.1901718
Kazakhstan,KAZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.09795085,54.57286021,55.06966012,55.56527847,56.03664312,56.46068197,56.81432289,57.07449376,57.21812246,57.23479536,57.20785736,57.15426624,57.07850892,56.98405687,56.87438154,56.75295437,56.62324684,56.48873039,56.35287648,56.21025423,56.02396077,55.78137171,55.50459113,55.21152772,54.92009022,54.64818735,54.41372781,54.23462033,54.12877364,54.11671447,54.20541275,54.39960864,54.69208193,55.07797648,55.55243618,56.11060489,56.7476265,57.45864487,58.23880389,59.08324743,59.98711935,61.03025428,61.44415733,61.75609195,62.07253158
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.83523877,16.16414109,16.47516421,16.76729658,17.03952662,17.29084277,17.52023345,17.72668711,17.90919217,18.06687828,18.1962957,18.29832129,18.38035106,18.45001452,18.51494115,18.58276049,18.66110204,18.75759529,18.87986978,19.02885236,19.45538322,20.44162971,21.85865681,23.56388981,25.41475397,27.26867456,28.98307686,30.41538612,31.42302763,31.86030867,31.87132877,31.8673949,31.85581301,31.83244544,31.79315453,31.7338026,31.65025201,31.53836508,31.39400416,31.18955664,31.20634946,31.2879334,31.43078201,31.63303408,31.89378317
Kyrgyzstan,KGZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.28325276,38.27774969,38.26954139,38.25870469,38.24531643,38.22945344,38.21119255,38.19061059,38.16778439,38.12026489,37.97100773,37.70774128,37.36718157,36.97927574,36.57397094,36.18121429,35.83095293,35.55313401,35.37770466,35.3281527,35.32160678,35.31602737,35.31187032,35.30865198,35.3058887,35.30309681,35.29979268,35.29549265,35.28971306,35.28155236,35.26776824,35.2466508,35.21891622,35.18505292,35.1455493,35.10089377,35.05157472,34.99808057,34.94089972,34.88052058,34.81743154,34.75212102,34.70030535,34.70643918,34.72199779
Cambodia,KHM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,12.7330101,12.91909988,13.17190541,13.47480913,13.77787713,14.08574956,14.39968848,14.72030947,15.04631607,15.37768617,15.71574974,16.05974961,16.40974951,16.76574941,17.1276885,17.4962488,17.88343212,18.18463722,18.37155592,18.51118584,18.62422167,18.71868187,18.80364173,18.88817653,18.98136153,19.09227201,19.22998324,19.4035705,19.65745099,20.19797287,21.12322512,22.38247885,23.94110476,25.76447351,27.81795578,30.06692225,32.4767436,35.01279051,37.64043364,39.58302413,39.83265803,40.10918581,40.37461619,40.62907881,40.87270333
Kiribati,KIR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.43520125,32.68232763,32.88622228,33.07567216,33.27946423,33.52478229,33.80424413,34.09451602,34.39144545,34.68979205,34.98621953,35.25812799,35.48833961,35.71622033,35.98761375,36.33334818,37.05183054,38.60301233,40.53289054,42.29766342,43.32748088,43.47774406,43.49854571,43.51066831,43.52380253,43.54432744,43.73498264,44.62121418,45.94613255,47.3510239,48.46038396,49.12281695,49.58007867,49.96870433,50.39093089,50.95419704,51.7710553,52.97346973,54.50040231,56.28467271,58.41237141,59.63646453,60.57391266,61.52446762,62.46204313
Saint Kitts and Nevis,KNA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.90194814,35.87684768,35.81553808,35.72325167,35.605072,35.46608261,35.31136704,35.14600884,34.97509154,34.8036987,34.63691384,34.478698,34.31554447,34.13620641,33.94524003,33.74637831,33.54335426,33.33990086,33.13975112,32.94663802,32.76429456,32.59606,32.43683544,32.28089815,32.12871992,31.98049758,31.83642793,31.69670779,31.56153397,31.43110329,31.30561257,31.20006484,31.20351388,31.21314856,31.22900153,31.25139297,31.28061719,31.31696425,31.360723,31.41218184,31.47162897,31.53935251,31.6156405,31.70078096,31.7950619
South Korea,KOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.65544255,58.33399414,59.95056687,61.54426862,63.14943847,64.79528086,66.57710981,68.56284668,70.58778399,72.46603696,73.98511612,75.1606019,76.19606942,77.10828573,77.85856492,78.40043719,78.75081479,78.99180251,79.18123697,79.36233949,79.57996075,79.87877044,80.27662945,80.70779351,81.10438678,81.39013523,81.56646211,81.7121258,81.83508331,81.92450451,81.9685076,81.96154081,81.90878982,81.82693835,81.73156828,81.63948986,81.55592418,81.47103043,81.3823523,81.29010635,81.17595956,81.16165265,81.16249416,81.16455517,81.16825285
Kuwait,KWT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.76992863,95.63951038,96.50266796,97.24103101,97.74314293,97.90806732,97.93034581,97.9475408,97.95925986,97.96738134,97.97378361,97.98034504,97.988944,98.00145886,98.01976798,98.04962056,98.14780039,98.32531783,98.54802792,98.78367415,99,99.23475396,99.50902769,99.76557943,99.94716744,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Latin America & Caribbean (excluding high income),LAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.07937172,64.75476514,65.40144955,66.02322885,66.6162246,67.18155824,67.73722558,68.27761473,68.80056147,69.3094322,69.80177722,70.28314774,70.74286412,71.1755195,71.59998219,72.04007753,72.51175277,73.03529735,73.59690146,74.14381686,74.63518472,75.06959288,75.47073379,75.83496008,76.15921682,76.44450441,76.69402782,76.93218364,77.16237211,77.38531797,77.60305339,77.81387052,78.02749643,78.24869117,78.47420712,78.70525018,78.93820286,79.1732547,79.39536133,79.63464344,79.86925489,80.08503274,80.29444414,80.52622751,80.77023108
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,12.38456477,12.65304106,12.92702836,13.20842592,13.49913301,13.79790164,14.09016502,14.37206473,14.65297851,14.94084299,15.24359477,15.56917049,15.92550676,16.3205402,16.76220744,17.27904692,17.96382389,18.8482711,19.87659445,21.00360066,22.18409644,23.37288847,24.52478347,25.59458813,26.53710917,27.32249773,28.03787562,28.734305,29.40343481,30.04203115,30.64686009,31.21468771,31.7422801,32.22640334,32.66382352,33.12402044,33.82674555,34.51153464,35.205007,35.90728809,36.61850336,37.33877827,38.06823828,38.80700885,39.55521544
Lebanon,LBN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.48905969,75.81277982,77.06244684,78.22725124,79.29638354,80.25903421,81.10439377,81.82165271,82.40000153,82.88973191,83.34777792,83.77329363,84.16543311,84.52335041,84.84619961,85.13313476,85.38330994,85.59587922,85.76999664,85.90415019,86,86.14512381,86.29428466,86.44753518,86.60492797,86.76651567,86.93235088,87.10248623,87.27697433,87.45586781,87.63921928,87.82708137,88.01950668,88.21654785,88.41825748,88.6246882,88.83589263,89.05192339,89.27283309,89.49867435,89.7294998,89.96536205,90.20631371,90.45240742,90.70369578
Liberia,LBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.84250123,36.82159527,37.70342079,38.45954693,39.0874765,39.50669098,36.74120331,40.74821472,41.32136536,41.86598587,43.33511734,58,56.43625607,52.70732825,48.25667245,44.52774463,42.9640007,43.02331581,43.18942463,43.44457238,43.7710043,44.1509656,44.56670153,45.0004573,45.43447815,45.8510093,46.23229599,46.61048508,47.10804979,47.62452559,48.14075171,48.65833028,49.17732476,49.69779862,50.21981532,50.7434383,51.26873102,51.79575696,52.32457955,52.85526226,53.38786856,53.92246189,54.45910571,54.99786348,55.53879867
